"Công ty TNHH ASIANA GOLD","","","","","","","","","","","","","","","","","","","","","","Nấu mới","1012.83","1.519","","","","","","","","",""
"20/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","109.15","","","","","","","","Xác định","","","","","6","O","Nấu quay đầu","","750W","","DMM","","","",""
"20/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","PKCKH750W","Phụ kiện chỉ làm khoen,750W","","","18K","Xuất nấu lại","","7.12","","","","","","","","Xác định","","","","","6","O","Nấu quay đầu","","750W","","DMM","","","",""
"20/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","116.21","","","","","","","Xác định","","","","","6","O","Nấu quay đầu","","750W","T","DMM","","","",""
"22/06/2026","Lê Văn Tùng","TỒN KHO","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","24.56","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","","DMM","","","",""
"22/06/2026","Lê Văn Tùng","TỒN KHO","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","24.53","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","T","DMM","","","",""
"22/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","161.73","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"22/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","161.18","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"24/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","718.21","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"24/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","299.43","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","C","DMM","","","",""
"24/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","416.97","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","C","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","312.80","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","311.26","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","C","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL24K","Nguyên liệu vàng 24K","","","24K","Xuất nấu mới","","172.13","","","","","","","","Xác định","","","","","7","N","Nấu mới","","","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","40.16","","","","","","","","Xác định","","","","","7","N","Nấu mới","","","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","CU","Đồng bi","","","Cu","Xuất nấu mới","","13.47","","","","","","","","Xác định","","","","","7","N","Nấu mới","","","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","ZN","Kẽm","","","Zn","Xuất nấu mới","","3.71","","","","","","","","Xác định","","","","","7","N","Nấu mới","","","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu mới","","21.90","","","","","","","","Xác định","","","","","7","N","Nấu mới","","750W","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu mới","","","250.04","","","","","","","Xác định","","","","","7","N","Nấu mới","","750W","C","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu mới","","","0.75","","","","","","","Xác định","","","","","7","N","Nấu mới","","750W","T","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","250.04","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","","DMM","","","",""
"25/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","250.00","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","C","DMM","","","",""
"27/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","135.71","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","","DMM","","","",""
"27/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","135.67","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","T","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Xuất nấu lại","","40.20","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/08/05]","NL750W","Nguyên liệu vàng 750 trắng","","","18K","Nhập sau nấu lại","","","40.20","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","750W","T","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC9999","Bạc9999","","","BAC9999","Xuất nấu mới","","309.09","","","","","","","","Xác định","","","","","7","N","Nấu mới","","BAC925","","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","H449","Hội chế bạc của Otec","","","H449","Xuất nấu mới","","25.06","","","","","","","","Xác định","","","","","7","N","Nấu mới","","BAC925","","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu mới","","","331.91","","","","","","","Xác định","","","","","7","N","Nấu mới","","BAC925","C","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","197.21","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","197.23","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Xuất nấu lại","","331.89","","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"29/06/2026","Lê Văn Tùng","[DHAG-25/10/10]","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu lại","","","331.78","","","","","","","Xác định","","","","","7","O","Nấu quay đầu","","BAC925","C","DMM","","","",""
"30/06/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOTBAC92.5","Nguyên liệu bột Bạc 92.5","","","BAC92.5","Xuất nấu ","","94.72","","","","","","","","Treo nợ","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"30/06/2026","Lương Trí Hiển","CHẤY BỘT BÀO","NLBOTBAC92.5","Nguyên liệu bột Bạc 92.5","","","BAC92.5","Nhập sau nấu bột","","","93.90","","","","","","","Treo nợ","","","","","7","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"30/06/2026","Lương Trí Hiển","NẤU BỘT BÀO","NLBOTBAC92.5","Nguyên liệu bột Bạc 92.5","","","BAC92.5","Xuất nấu bột","","93.90","","","","","","","","Treo nợ","","","","","7","O","Nấu quay đầu","","BAC925","","DMM","","","",""
"30/06/2026","Lương Trí Hiển","NẤU BỘT BÀO","BAC92.5","Bạc 92.5","","","BAC92.5","Nhập sau nấu bột","","","91.39","","","","","","","Treo nợ","","","","","7","O","Nấu quay đầu","","BAC925","T","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","7","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","8","#N/A","","","","","DMM","","","",""
