"","","","","","","","","","","","","","","","","","","","",""
"[AGVN-PK334]  BÁO CÁO CHI TIẾT THỰC HIỆN PHÂN KIM GỘP - KCP & KHO AG","","","","","","","","","","","","","","","Số: ","PKAU-26/0102","","","",""
"KCP","NL18K","74.510%","73.500%","74.01%","","6.19","4.581","","","74.770%","75.100%","74.94%","6.19","4.639","","","","","",""
"KCP","NL18K","74.320%","","74.32%","","0.32","0.238","","","74.450%","","74.45%","0.32","0.238","","","","","",""
"KCP","NL18K","75.845%","75.960%","75.90%","","20.19","15.326","","","75.790%","75.950%","75.87%","20.19","15.320","","","","","",""
"KCP","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"","","","","0.00%","","","0.000","","","","","0.00%","","0.000","","","","","",""
"1.2. : TỔNG TL NL BẠC THỰC HIỆN PK","","","","","","1164.010","0.304","","1162.726","","","","1164.010","0.000","","1163.894","","","",""
"1","AU","0.024%","0.028%","0.026%","","191.310","0.050","","","0.000%","0.000%","0.000%","191.310","0.000","","","","","",""
"","ag","99.950%","99.933%","99.94%","","","","","191.198","99.99%","99.99%","99.990%","","","","191.291","","","",""
"2","AU","0.017%","0.016%","0.017%","","465.450","0.077","","","0.000%","0.000%","0.000%","465.450","0.000","","","","","",""
"","ag","99.687%","99.973%","99.83%","","","","","464.659","99.99%","99.99%","99.990%","","","","465.403","","","",""
"3","AU","0.044%","0.026%","0.04%","","507.250","0.178","","","0.000%","0.000%","0.000%","507.250","0.000","","","","","",""
"","ag","99.932%","99.918%","99.93%","","","","","506.870","99.99%","99.99%","99.990%","","","","507.199","","","",""
"4","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"5","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"6","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"7","AU","","","0.00%","","","0.000","","","","","0.000%","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","0.000%","","","","0.000","","","",""
"BƯỚC 2 : TỔNG TRỌNG LƯỢNG HỢP KIM SAU NẤU","","","","","","1575.290","305.228","","1141.061","","","","1575.290","305.228","","1141.061","","","",""
"1","AU","19.699%","19.053%","19.38%","","1575.290","305.228","","","","","","1575.290","305.228","","","","","",""
"","ag","75.822%","69.048%","72.44%","","","","","1141.061","","","","","","","1141.061","","","",""
"2","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","","","",""
"3","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","ag","65.319%","76.406%","70.86%","","","","","0.000","","","","","","","0.000","","","",""
"BƯỚC 3 :  TỔNG TL HỢP KIM SAU CÁN VÀ CẮT NHỎ","","","","","","1575.290","0.000","","0.000","","","","1575.290","0.000","","0.000","","","",""
"1","AU","","","0.00%","","1575.290","","","","","","","1575.290","","","","","","",""
"","AU","","","0.00%","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"2","AU","","","","","","","","","","","","","","","","","","",""
"","AU","","","","","","0.000","","","","","","","0.000","","","","","",""
"","AU","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","","","","","","","","","","","",""
"","ag","","","","","","","","0.000","","","","","","","0.000","0.000","","",""
"","ag","","","","","","","","","","","","","","","","","","",""
"BƯỚC 4: TỔNG TL NL THU HỒI SAU PK","","","","","","309.270","309.615","0.000","1165.261","","","","309.270","308.840","0.000","1167.837","","","",""
"4.1.THU HỒI NL VÀNG SAU PK","","","","","","309.270","309.270","","","","","","309.270","308.150","","","-1.120","-0.36%","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","99.990%","99.990%","99.99%","100.00%","309.270","309.270","","","99.620%","99.636%","99.63%","309.27","308.150","","","","","",""
"","","","","","","","0.000","","","","","0.00%","","0.000","","","","","",""
"KCP","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"AG","NL24K","","","0.00%","0.00%","","0.000","","","","","0.00%","","0.000","","","","","",""
"4.2. THU HỒI NL BẠC SAU PK","","","","","","","0.345","","1165.261","","","","","0.689","","1167.837","","","",""
"AG","AU","0.026%","0.033%","0.03%","","1168.41","0.345","","","0.056%","0.062%","0.06%","1168.41","0.689","","","","","",""
"","ag","99.931%","99.510%","99.72%","","","","","1165.261","99.94%","99.94%","99.94%","","","","1167.837","","","",""
"KCP","AU","","","0.00%","","","0.000","","","","","","","","","","","","",""
"","ag","","","0.00%","","","","","0.000","","","","","","","","","","",""
"BƯỚC 5 :  KẾT QUẢ CHÊNH LỆCH SAU PK","","","","","","","","","","","","","","","","","","","",""
"5.1. CHÊNH LỆCH TRỌNG LƯỢNG CÂN (B1) VÀ (B3)","","","","","","TL","CÔNG THỨC","","C.LỆCH","","","","TL","CÔNG THỨC","","C.LỆCH","","","",""
"B1.","TỔNG T.LƯỢNG VÀNG + T. LƯỢNG BẠC TRƯỚC PK","","","","","1576.660","","","","","","","1576.660","","","","","","",""
"B2.","TỔNG TRỌNG LƯỢNG  HỢP KIM SAU NẤU","","","","","1575.290","(1576.66gr -1575.29gr )","","1.370","","","","1575.290","(1576.66gr -1575.29gr )","","1.370","","","",""
"B3.","TỔNG TRỌNG LƯỢNG  HỢP KIM  CÁN, CẮT VỤN","","","","","1575.290","(1575.29gr -1575.29gr )","","0.000","","","","1575.290","(1575.29gr -1575.29gr )","","0.000","","","",""
"","TỔNG CHÊNH LỆCH TL CÂN","","","","","","","","1.370","","","","","","","1.370","","","",""
"5.2. CHÊNH LỆCH TĂNG GIẢM TUỔI NL QUY 99.99%  (B1) - (B4)","","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","","Trọng lượng Au (gram)","","Trọng lượng Ag (gram)","","","","",""
"","","","","","","","","au","ag","","","","","","au","ag","","","",""
"B1.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% TRƯỚC PK","","","","","","310.447","0.304","1162.726","","","","","310.698","0.000","1163.894","","","",""
"B4.","TỔNG TL VÀNG 24K + TL BẠC QUY 99.99% SAU PK","","","","","","309.270","0.345","1165.261","","","","","308.150","0.689","1167.837","","","",""
"TỔNG CHÊNH LỆCH TL NL SAU PK QUY 99.99%","","","","","","","1.177","-0.041","-2.534","","","","","2.548","-0.689","-3.944","","","",""
"5.3. TỔNG CHÊNH LỆCH = (5.1) + (5.2)

   - Chênh lệch (+) thiếu       - Chênh lệch (-) dư        ","","","","","","(1.177gr  + -0.041gr )","","(1.37gr  + -2.534gr )","","","","","(2.548gr  + -0.689gr )","","(1.37gr  + -3.944gr )","","","","",""
"","","","","","","1.137","","(1.164)gr","","","","","1.859","","(2.574)gr","","0.722","63.54%","",""
"","","","","","","(1.137gr  / 310.447gr )","","(-1.164gr  / 1162.726gr )","","","","","(1.859gr  / 310.698gr )","","(-2.574gr  / 1163.894gr )","","","","",""
"","","","","","","0.37%","","-0.10%","","","","","0.60%","","-0.22%","","0.23%","63.41%","",""
"* ","Kết luận : ","","","","","","","","","","","","","","","","","","",""
"-"," Đối với vàng NL trước PK (58.3% - 75%) :","","","","Kết quả test tuổi vàng NL Tiệm Tài cao hơn kết quả test tuổi HP :","","","","","","","","0.08%","","","","","","",""
"-"," Đối với vàng NL 24K sau PK (99% - 99.99%) :","","","","Kết quả test tuổi vàng 24K Tiệm Tài thấp hơn kết quả test tuổi HP :","","","","","","","","-0.36%","","","","","","",""
"-","Kết quả hao hụt vàng khi thực hiện PK  :","","","","Hao hụt vàng PK theo KQ test tuổi Tiệm Tài cao hơn hao hụt vàng PK theo kết quả test tuổi HP :","","","","","","","","63.41%","","","","","","",""
